Wavelength,Reflectance_10,Reflectance_20,Reflectance_30,Reflectance_40,Reflectance_50,Reflectance_60,Reflectance_70
400,0.41311149999999996,0.44174,0.45855650000000003,0.478056,0.5110015,0.5354985,0.586149
450,0.7885789999999999,0.8361974999999999,0.8632835000000001,0.887888,0.928375,0.9454075,1.0012675
500,0.8089875,0.8573850000000001,0.8841615,0.9083255,0.9476895000000001,0.9607355,1.0133159999999999
550,0.8147915,0.8632605,0.8907175,0.9142399999999999,0.9504475,0.964183,1.0122415
600,0.8136945,0.86241,0.8900345000000001,0.9138655,0.948347,0.962599,1.0071885
650,0.81225,0.8617945,0.889566,0.9133035,0.9478519999999999,0.9618225,1.0045565
700,0.8098695,0.859253,0.927224,0.914629,0.938662,0.9774309999999999,1.0017114999999999
750,0.8071429999999999,0.85768,0.924105,0.913069,0.937865,0.974299,0.9999428402546535
800,0.8054265,0.856005,0.9202885000000001,0.911428,0.9376089999999999,0.9730775,0.9993868019296992
850,0.802313,0.853205,0.91981,0.9102065,0.93566,0.9722055000000001,0.9973739855871532
900,0.7984135,0.8506005000000001,0.9164034999999999,0.907744,0.9316355,0.970045,0.9956014267469624
950,0.7985175,0.850976,0.9158455000000001,0.907656,0.9322170000000001,0.9710095000000001,0.9979366289501574
1000,0.7950204999999999,0.8432044999999999,0.909031,0.9023785,0.928465,0.968745,0.995388653205404
1050,0.79323,0.8415189999999999,0.9063915,0.9014694999999999,0.9278505,0.968375,0.9961631490725098
1100,0.7851319999999999,0.833736,0.8996795,0.8949050000000001,0.9228535,0.9638085000000001,0.9915001054360096
1150,0.774663,0.8233745,0.886301,0.883318,0.911043,0.951597,0.9805054305915388
1200,0.7663005,0.8149949999999999,0.877207,0.87561,0.9033869999999999,0.943922,0.9731485761230183
1250,0.7782885,0.8279105,0.8918775,0.889502,0.9184615,0.9606604999999999,0.9896411447954567
1300,0.777177,0.8277165,0.890779,0.889487,0.918355,0.9602545,0.9914511890238207
1350,0.7601180000000001,0.8101295,0.8696825,0.8696965000000001,0.898336,0.940565,0.9721585405533266
1400,0.72923,0.7770995,0.8368205,0.8354705,0.864166,0.9063695,0.9366306197798225
1450,0.729355,0.778274,0.8386285,0.838265,0.8674165,0.9104650000000001,0.9408583666042654
1500,0.7471055,0.7974410000000001,0.859243,0.857583,0.8888525,0.9339615,0.9642931993687464
