Wavelength,Reflectance_10,Reflectance_20,Reflectance_30,Reflectance_40,Reflectance_50,Reflectance_60,Reflectance_70
400,0.0871375,0.090471,0.0913225,0.09128649999999999,0.0934895,0.096076,0.10054
450,0.06253600000000001,0.062548,0.0618615,0.0619205,0.06304799999999999,0.0649845,0.0688945
500,0.090056,0.08986749999999999,0.08859149999999999,0.0882115,0.08952550000000001,0.0926995,0.09973599999999999
550,0.2002335,0.203102,0.202121,0.201841,0.203075,0.206434,0.2164235
600,0.5570714999999999,0.576384,0.5835049999999999,0.5878209999999999,0.592302,0.597966,0.609097
650,0.5783725,0.6001099999999999,0.6083540000000001,0.613487,0.618304,0.6241235,0.634884
700,0.5874269999999999,0.610811,0.6193420000000001,0.627872,0.642733,0.635046,0.6456310000000001
750,0.5946830000000001,0.619373,0.6271515,0.6360455,0.6515635,0.644857,0.6553009999999999
800,0.5883815,0.613105,0.621901,0.6303845,0.6457105,0.639316,0.6498189999999999
850,0.5821005,0.605384,0.6139924999999999,0.6225845,0.6385505,0.6315850000000001,0.642205
900,0.5791075,0.6037445,0.6126765000000001,0.621269,0.6372045,0.630543,0.6408165
950,0.5856095,0.6107745,0.6204495,0.6288175,0.6445055,0.6381255,0.648336
1000,0.5922095,0.613873,0.6250575,0.6345205,0.6514755000000001,0.64554,0.655488
1050,0.598352,0.62128,0.632709,0.6427665,0.6596275,0.6538615,0.6643205
1100,0.6015525,0.6232135,0.6354435,0.6465810000000001,0.663869,0.6577655,0.6682485
1150,0.600857,0.6250575,0.6379155,0.6479275,0.665455,0.6600635,0.6701090000000001
1200,0.6014065,0.6262350000000001,0.6391195000000001,0.6500015,0.668345,0.6625635,0.6730005
1250,0.6116865,0.635725,0.649493,0.6612365,0.6793454999999999,0.6741845,0.684776
1300,0.613594,0.6385395,0.6529575000000001,0.6646920000000001,0.683254,0.6783245,0.6888535
1350,0.6069915,0.6328445,0.6479595,0.6592375,0.6774835,0.673895,0.6842855
1400,0.594815,0.6184925,0.632964,0.6448945,0.66362,0.6592155,0.6703505000000001
1450,0.5965644999999999,0.621073,0.636031,0.6484685,0.6674415,0.66364,0.674661
1500,0.6088435,0.635096,0.6506605000000001,0.6635305,0.6835005000000001,0.6795755,0.6910700000000001
