Wavelength,Reflectance_10,Reflectance_20,Reflectance_30,Reflectance_40,Reflectance_50,Reflectance_60,Reflectance_70
400,0.1407795,0.149837,0.1595295,0.1719345,0.190942,0.2150205,0.24656499999999998
450,0.1686425,0.1773875,0.1850305,0.19528,0.21117350000000001,0.232354,0.2615335
500,0.166602,0.17423450000000001,0.180825,0.1907365,0.2050015,0.22344550000000002,0.24971549999999998
550,0.1691195,0.17649900000000002,0.183292,0.192913,0.20630300000000001,0.224055,0.24889699999999998
600,0.17015750000000002,0.17748550000000002,0.1843015,0.19440000000000002,0.207623,0.22406949999999998,0.2476835
650,0.1597675,0.166982,0.1738045,0.183531,0.196836,0.21348850000000003,0.2359995
700,0.1508165,0.1580915,0.164439,0.17335849999999997,0.1868595,0.204254,0.2261385
750,0.142035,0.149239,0.155742,0.16509838317617637,0.17879026585305663,0.1961885,0.21761799999999998
800,0.1336675,0.1408405,0.1477125,0.15737791266891504,0.17136558269678237,0.18908,0.210382
850,0.12635200000000002,0.13357,0.140471,0.15125648410076398,0.1656330895127741,0.18351,0.205079
900,0.12026,0.127382,0.134657,0.1463734766214697,0.16097888084353773,0.179083,0.199959
950,0.114697,0.1219615,0.129825,0.14212141906990616,0.15653330082026934,0.174973,0.1965585
1000,0.110276,0.1170365,0.12483249999999999,0.13852421070502674,0.15361572069711144,0.17299,0.194877
1050,0.104805,0.112942,0.12150050000000001,0.1356021783559318,0.15144069074200295,0.1705705,0.1928925
1100,0.1008685,0.1086655,0.1165235,0.13197885145800353,0.14854395234681644,0.16774250000000002,0.190129
1150,0.0973555,0.1049155,0.11418500000000001,0.12902982645054717,0.14644396245328695,0.1656575,0.1891965
1200,0.09396499999999999,0.101415,0.11082900000000001,0.12724153666230756,0.14448828373915906,0.1646265,0.1882575
1250,0.090128,0.098744,0.1077225,0.1248991401794113,0.1423880094953816,0.16310249999999998,0.186417
1300,0.086563,0.09442049999999999,0.104656,0.12259417662376396,0.1400532915422944,0.16099049999999998,0.18462299999999998
1350,0.0827985,0.090809,0.100858,0.11925129085507147,0.13703352500176275,0.15844350000000001,0.1817225
1400,0.07885400000000001,0.08776600000000001,0.097496,0.11702447387982655,0.13518052417914306,0.1561575,0.1795005
1450,0.07729050000000001,0.0856565,0.0958995,0.11560253751118452,0.13391785721672503,0.1551855,0.17904599999999998
1500,0.07477700000000001,0.0828795,0.0937415,0.11425313256246128,0.13235955548569817,0.153727,0.178363
