Wavelength,Reflectance_10,Reflectance_20,Reflectance_30,Reflectance_40,Reflectance_50,Reflectance_60,Reflectance_70
400,0.1788825,0.1924545,0.204103,0.22159,0.24656899999999998,0.27737449999999997,0.314535
450,0.3128495,0.3316255,0.344963,0.360587,0.38172649999999997,0.4100705,0.4461875
500,0.37563,0.397681,0.41175,0.427252,0.44738,0.473172,0.506086
550,0.156175,0.164713,0.1727775,0.1840185,0.20031100000000002,0.22232400000000002,0.251051
600,0.0613185,0.065864,0.07264899999999999,0.0835005,0.09935949999999999,0.1197435,0.1425735
650,0.053461499999999995,0.058084,0.065591,0.077639,0.094915,0.11665,0.13982050000000001
700,0.04844999999999999,0.056179,0.06418,0.07776749999999999,0.0938165,0.1156995,0.1402605
750,0.09779348570428145,0.11040449999999999,0.120195,0.13640000000000002,0.152619,0.1769255,0.20680500000000002
800,0.20918049113762038,0.234957,0.24681399999999998,0.26515299999999997,0.279072,0.30353149999999995,0.334801
850,0.35214012211731177,0.3948655,0.4115995,0.43478249999999996,0.4465285,0.4710935,0.505155
900,0.4088790917872063,0.4568685,0.477012,0.502034,0.513378,0.538403,0.5733325
950,0.42796298621139306,0.478566,0.499247,0.5244885,0.5362745,0.56163,0.597721
1000,0.43625622536282627,0.4827725,0.5054775,0.5325949999999999,0.54481,0.5714144999999999,0.6065465
1050,0.4336939964381444,0.4801255,0.5035810000000001,0.5301765,0.543847,0.5709105,0.6072029999999999
1100,0.3997873265074497,0.4437405,0.4646895,0.49170200000000003,0.504621,0.5321425,0.5693275
1150,0.4407860979691386,0.48868349999999994,0.5111985,0.5392745,0.5533295,0.5821965,0.6199565
1200,0.446531379391949,0.49346650000000003,0.5188425,0.5464884999999999,0.561436,0.5904815,0.6284395
1250,0.45375540147545335,0.49952450000000004,0.52576,0.5544965,0.5689425,0.5981245,0.6373555
1300,0.45539548033131294,0.5008265000000001,0.5275065,0.5557775,0.5713555,0.602096,0.6410024999999999
1350,0.4506441327545821,0.49511,0.521976,0.5500645,0.5665789999999999,0.5983065000000001,0.6356554999999999
1400,0.44388799939629564,0.4850775,0.513111,0.541345,0.5568145,0.5890685,0.628165
1450,0.44641316958054617,0.48741999999999996,0.514904,0.543587,0.560494,0.5929015,0.6324265
1500,0.45513869072227187,0.49502,0.5252334999999999,0.5541715,0.570797,0.6033455,0.643969
