Wavelength,Reflectance_01,Reflectance_02,Reflectance_03,Reflectance_04,Reflectance_05,Reflectance_06,Reflectance_07,Reflectance_08,Reflectance_09,Reflectance_10,Reflectance_11,Reflectance_12,Reflectance_13,Reflectance_14,Reflectance_15,Reflectance_16,Reflectance_17,Reflectance_18,Reflectance_19,Reflectance_20,Reflectance_21,Reflectance_22,Reflectance_23,Reflectance_24
900,0.15340793403283595,0.8622937462683261,0.443885,0.16714109530695412,0.94235488366665,0.8269488489768257,0.6437923648575058,0.628196,0.5915438710230911,0.5627914814803515,0.6596724753140777,0.7245086946570807,0.5183138421121979,0.8088606230452984,0.75820650202997,0.8129009410457105,0.8390344486908254,0.5317132036032725,0.9255850192940344,0.5653647745024952,0.3143572462872957,0.16457745361097176,0.0884866247964643,0.03281376675037669
904,0.15355935605076318,0.8623623554364065,0.443168,0.16722568783812478,0.9413280363448205,0.8314041224754706,0.6443402777455072,0.631497,0.5908375380424744,0.5635044033981503,0.660383280767876,0.7247071263327467,0.5201524531094455,0.8164006835683043,0.7585688217789182,0.8128102178489885,0.8386040712937053,0.5319951495337604,0.9251950399266718,0.5646948311491944,0.31341415174834614,0.16402246430555328,0.08834125391287011,0.0328774199899548
908,0.15346458111867925,0.8623222454612212,0.442816,0.16723943412444,0.9411294629744152,0.8352048895697324,0.6446031492466872,0.635025,0.5904248964204152,0.5642771729585334,0.6609381068216509,0.725825273076579,0.5219168928675998,0.8231789626142786,0.7573572826757022,0.8126857371837191,0.8379658891239563,0.5322045049075181,0.9243583186964276,0.5645231318306597,0.31219123795058723,0.16346642388402607,0.08819166938047607,0.03291915981918633
912,0.15357896465740123,0.8626051263388449,0.442455,0.16725212300411563,0.941998088733729,0.839330805343985,0.6449578674169539,0.638874,0.5907322723225613,0.5661628986792504,0.6620592741869202,0.726228435846186,0.5244700549569598,0.8296294129418612,0.7578815562379335,0.8134104678366019,0.838536561113765,0.5331502862191174,0.9248376464363666,0.5643925139441671,0.311505162582692,0.16314583347085818,0.08823801951727422,0.03296716062280261
916,0.15368681199391054,0.8631160007596285,0.441835,0.16733988775520522,0.9425343430227918,0.8429158589126866,0.6454814990016335,0.642403,0.5900101494839578,0.5676580397852088,0.6629878226957849,0.7275702119387848,0.5264402937869651,0.8351867401584412,0.7581774333968166,0.8140117727451073,0.8392949957915329,0.5347472784671795,0.924836595279042,0.5639890732141134,0.31089163294856215,0.16282208970936407,0.08820536373907553,0.03302872687091914
920,0.15377614009081725,0.8643678541956803,0.44162,0.16748369505819535,0.9423761214602763,0.8460410743805596,0.6461138685968414,0.646232,0.5895669808031236,0.568721647889377,0.663991743800634,0.7287797002476061,0.5282036888797799,0.8405791022827537,0.7584629289010021,0.8139579717796094,0.8392601858550012,0.5368282077601089,0.9248029582446604,0.56363935435673,0.3101205754353989,0.16246471023239006,0.0881284646484786,0.033066292717227525
924,0.15376524642046277,0.8644723512362952,0.441472,0.16762750236118554,0.9426766362400878,0.8493578013686862,0.6470101654020691,0.648943,0.5897385639265821,0.5700246465638814,0.6636326771280967,0.7299933881686108,0.5302533222755753,0.8456289254256698,0.758922836204108,0.8145128601688617,0.8396209433790577,0.5396865924359878,0.9253548158399848,0.5635298038712846,0.3093878635243688,0.1620926151298936,0.08810107593127971,0.03313516343545956
928,0.15370968870165494,0.8653695480496545,0.441748,0.16782312258951773,0.9436461415191262,0.852446187698049,0.6483857540206933,0.652565,0.5896943523242185,0.5714746394482413,0.6646428792826111,0.7314611526267117,0.5323280276395153,0.8503172963918978,0.7596734298387482,0.8150477050611639,0.8401209406492413,0.5437327269458999,0.9253527135253359,0.5631748181636393,0.3086561879809639,0.16176571802007322,0.08812109076307889,0.0332228170768458
932,0.15368027579169788,0.8662678003886765,0.441826,0.16798807802530058,0.9453918881552041,0.8566931134988355,0.6481893921764383,0.655966,0.5900427818571308,0.5742255310898219,0.6663450437419279,0.7339683211002058,0.5350963907887802,0.8547051576996002,0.760173825595175,0.8163579168091702,0.8421894947564775,0.5475768703414325,0.925729027847481,0.5629841581841624,0.3080167491562036,0.1615817727010425,0.08830017083707173,0.03329168779507785
936,0.15364432667952807,0.8657210380953587,0.441726,0.16799125024521946,0.9455840901875218,0.8591922336120338,0.6485346089671445,0.659271,0.5895743494035176,0.5758928654130393,0.6669857108077961,0.7355956708212763,0.5373664485711778,0.8575778619178134,0.7605247255239557,0.8161384932636103,0.8422844309470187,0.5499881392693365,0.9255261544838665,0.5618191309062524,0.30702909080936946,0.16112663942595498,0.08829174353947208,0.033336558111501755
940,0.1537249398401512,0.8667607308731928,0.44155,0.16815832049428156,0.9450807544785795,0.8599435480376436,0.6493422262298056,0.662788,0.5896438247786603,0.5762656007308871,0.6668548556064341,0.7358507972614182,0.539015975142004,0.8612943047926562,0.7613324182594328,0.8168452902613271,0.8411525805864556,0.5508918390987734,0.9262041509581223,0.5615378811022724,0.3064829250708788,0.1606189503454301,0.08812741123627865,0.03338142842792566
944,0.1539003279328583,0.8672483837293952,0.441454,0.1683137592703077,0.9465875759363622,0.8631098016884282,0.6505858512434197,0.666236,0.5897638276993612,0.5782993706201015,0.6682544828402018,0.7380839410399452,0.5417122563828541,0.8658166599335448,0.7618805696274689,0.8180584492872589,0.8425228262699331,0.5529317389465944,0.9267612643400688,0.5618739061489751,0.3062352332084514,0.16057059900442774,0.08820957738787537,0.03343882069311903
948,0.15400054970011945,0.8677370921112604,0.441484,0.1685125517185588,0.9468689767019101,0.8657741267943725,0.6514082484298419,0.669715,0.5897269846973916,0.5796286182606514,0.6686596105436186,0.7391842394319978,0.5438642669819056,0.8694711095571533,0.7623851180457746,0.8189340336277141,0.8425787331376964,0.554557136195116,0.9268495615553207,0.5611776285443654,0.3057388131159713,0.16035512020213458,0.0881611204266773,0.03348473450527373
952,0.15403976691339555,0.8681909681462538,0.441319,0.16869231084729652,0.9472416999800509,0.8680543765987095,0.652136687529497,0.673197,0.590414369848424,0.580846570285168,0.6693159802336502,0.7406226066048149,0.545695565321778,0.8734701996283016,0.7627785827588156,0.8191481825688135,0.8428593223230738,0.5565780993759639,0.927408777251916,0.5608774180794429,0.30487862798703924,0.1600366320211842,0.08815479995347755,0.033531691813159216
956,0.15402996261007654,0.8688031730306638,0.441008,0.1687747885651879,0.9472332048626003,0.870082083738976,0.65296964180432,0.676464,0.588836436706927,0.5817222357924497,0.6696007211518139,0.7417197552877302,0.5473983698249107,0.877143562447202,0.7634170545227212,0.8194551645484187,0.8430154396141858,0.558956755155192,0.9276000878849618,0.5609985556354642,0.30435629870392866,0.1597749041101062,0.08809686228247986,0.033592214565544946
960,0.15393627704502802,0.8695378188919557,0.440933,0.16887418478931343,0.9471100256595681,0.871889868309281,0.6535566159194045,0.679631,0.5888922275384809,0.5825779520855369,0.6701210014324293,0.7423633458548372,0.5490761023598993,0.8802148552159793,0.7636641379045251,0.8195205696437299,0.8427717700584634,0.5606600031457141,0.927039821031042,0.5607626007437356,0.3039407152862157,0.1594501092325033,0.08807368721408079,0.033660041788046206
964,0.15403976691339555,0.8699325854898337,0.441388,0.1687959366979806,0.94673942616079,0.8737565795012026,0.6542713308041386,0.682565,0.5884080052268807,0.5831134309928674,0.670604642256663,0.7434111490945975,0.5507329415881012,0.8830465808443936,0.7637762597752599,0.819769530974269,0.8426072139948587,0.5620265992789372,0.9273320427672329,0.560253823008446,0.30341942237073033,0.1590433272984182,0.08803155072608247,0.0337341299849322
968,0.1542511041182724,0.8694597099929101,0.441326,0.16894185881425,0.9467808398583611,0.8749803591608446,0.6549121460700671,0.685553,0.5876206176419311,0.5841665395106175,0.6705282228190678,0.7440862367530802,0.55255379327458,0.8856702613245978,0.7640005035167291,0.8198961214813227,0.8419563736663708,0.5629502878124012,0.9268600731285649,0.5597313514624754,0.3028452747063588,0.15864705652542052,0.08798520058928433,0.03376543485685585
972,0.15426853399083953,0.8701838005975744,0.441057,0.16913747904258225,0.946957113545459,0.8771006652779368,0.6562930132328916,0.688304,0.5873774538289318,0.585581883759797,0.6710851425560642,0.7456558418066288,0.554130193271652,0.888208832425989,0.7645123190933234,0.8208223420245994,0.8425027841852634,0.5645188750600035,0.9266645578662214,0.559618640866873,0.3021965085729715,0.15836535740827629,0.08801890977968299,0.03384161004520341
976,0.1543317172788955,0.8701046361728663,0.440698,0.1692114975073566,0.9462955562740012,0.8777488581157178,0.6561916651842439,0.690881,0.5873585059993475,0.5866087433115016,0.6711678430433251,0.7459960103934846,0.5555321341570535,0.889285833824551,0.7646462424389231,0.8209436579271926,0.8418097499943128,0.5646451195064907,0.9261873324409313,0.558740130243205,0.3011725773592547,0.15798800672523608,0.08794938457448576,0.03388752385735811
980,0.15447224562646827,0.8701880227002255,0.440172,0.1692580233995004,0.9458453150491247,0.8784391413975107,0.6565590518605917,0.693431,0.5880079954912112,0.5874907085706342,0.6708590247681108,0.7464296203514216,0.5570510775604616,0.8902472545852185,0.7645652655322813,0.8209626465032507,0.8414700894014877,0.5646577439511393,0.9254378572686146,0.5580923076610038,0.30036731971445924,0.15763062724826205,0.0878556308886895,0.033931350678051225
984,0.1543981686680578,0.8702091332134809,0.440043,0.1693859696028961,0.9455479859383571,0.8791462608569082,0.657450070121619,0.695741,0.5877532524490214,0.5884923691149351,0.6710568778325701,0.7471561532591511,0.5581845394536512,0.8920996969907451,0.7647905474392204,0.8216968714441625,0.8418118596874359,0.5644704813555168,0.9251277658579085,0.5577552292442487,0.29959418946604555,0.15734157031835658,0.0877955863932919,0.033998134404821696
988,0.1543338960129664,0.870858281496088,0.43994,0.16951391580629174,0.945605327981148,0.8800996094137747,0.6584994447086585,0.6986,0.5876048277839441,0.5894688306518319,0.6714368813373253,0.7482113058202322,0.5599521132078235,0.8935150344384164,0.7653521949583633,0.8217844298782081,0.8418667117086375,0.5645672687644903,0.9256932884984506,0.5574644991097975,0.29903662368367756,0.1571744428570658,0.08773238166129443,0.03406387463586137
992,0.15411493323884143,0.8715739278954499,0.43958,0.1697264545408581,0.9461437060495737,0.8814749146718589,0.6594421927028498,0.701236,0.5879595732600512,0.5908243272584276,0.6720346278971469,0.7493336521762479,0.5617196869619958,0.8950596120539152,0.766047765823106,0.8224732932207587,0.842234853158625,0.5647166580261668,0.9257374371060764,0.5571126735123092,0.2983546937862832,0.15701782655686247,0.08771236682949524,0.03413065836263184
996,0.15398529856162319,0.8722009101391387,0.439027,0.17009443205145056,0.9462647614732431,0.8823945908735158,0.6604145005445633,0.703391,0.5881311563835094,0.5921126265119464,0.6725423460784313,0.7500087398347304,0.5632386303654039,0.896589479406409,0.7663758261115518,0.8230186873219821,0.8424753581746626,0.5648660472878432,0.9255408706864084,0.5570526314193248,0.29768312756514104,0.15666465154432346,0.08771131341729527,0.03421726850828729
1000,0.15010279444728797,0.8733535441628898,0.43892,0.16886466812955678,0.94896408504314,0.877122762761043,0.6596923956979487,0.706719,0.5875732480679702,0.5924675125328831,0.6763329595514852,0.7513610149577877,0.5624217020700358,0.8966041896694138,0.7678915476974089,0.8167524572228211,0.8450565677108214,0.5652195317380071,0.9240860689494008,0.5550017199273805,0.30039633800796534,0.1543574516856235,0.08943258895202649,0.035138675238573586
1004,0.15411057577069967,0.8728838352429545,0.440462,0.16986391740401044,0.9489693944915466,0.8840592679341808,0.6590980316209838,0.711361,0.587653250015104,0.595922926423128,0.6778508798872842,0.7544004842755287,0.5646322139280906,0.8997322220240666,0.7666582071193279,0.8211567519473998,0.8455133162719806,0.5648555269173025,0.9255040801800535,0.5573991901665512,0.2983173845517753,0.1583811241499075,0.08904704008684189,0.03438214083375188
1008,0.15391884717246088,0.8710947192445497,0.4405,0.16851678134511736,0.950607890269812,0.885823909799374,0.6619970080958429,0.71116,0.587225871192257,0.5957339338675995,0.6762282753903958,0.753123802171773,0.564733546466007,0.9009941524432598,0.7682206461513243,0.8204161974811353,0.84623905070634,0.5615247776041508,0.9244897133619809,0.5552281944886379,0.29704161600513024,0.1561422468382761,0.09016681725539716,0.03367673771973883
1012,0.1525320829363361,0.8711443289507002,0.441035,0.17131150709366877,0.9491467300683257,0.886236396150689,0.6630389927210019,0.714794,0.5873185050257804,0.5959271262576953,0.6746820903311025,0.7525180081143164,0.5669398796627043,0.9007241140438154,0.7656999803907346,0.8195226794855143,0.8453666925999226,0.5639507750508115,0.9240450738137482,0.5554314949087432,0.2965897597205346,0.1565816133717324,0.08874892443425382,0.034440576594676045
1016,0.1537663357874982,0.8707178965829389,0.438229,0.1693235826111577,0.949252919036457,0.8834552700626122,0.6629555917226355,0.715956,0.5855163559008688,0.5969266868847125,0.6798199889573793,0.7535731606753976,0.5674235597148212,0.8999003393155495,0.767099427443978,0.8233963490013593,0.8444964441866283,0.5613732842683663,0.9212868369944504,0.5550480682096843,0.29540726426015923,0.15649542185081514,0.08755119476290167,0.03502389070818684
1020,0.15335237631402815,0.8700381380561112,0.439397,0.17125123491520966,0.9491669059722705,0.8852251732333065,0.6613298001089125,0.717852,0.5863269019441993,0.597066331384075,0.6762199006575085,0.7557790069747324,0.5680514035837678,0.8997196132272053,0.7662325592767243,0.8215607866490796,0.8472991715007164,0.5603906816598749,0.9236960895820383,0.5552334613388995,0.29215721538747125,0.15732054799618164,0.0881832420828764,0.03561659628327474
1024,0.15208653181883805,0.874001636919834,0.439156,0.17025304304739558,0.9495672383821256,0.8862753298113999,0.6649498257215465,0.722285,0.5863342705445934,0.5987630645492638,0.6776666357637666,0.7539763234450045,0.57016998489196,0.8996429097129663,0.7681801576980035,0.8218108029005109,0.8463424256693736,0.5620265992789372,0.925099384610149,0.5557917474666502,0.29400194976036176,0.15597301714476783,0.0887921143344521,0.03422874696132596
1028,0.1530702302518472,0.8715222071379739,0.440814,0.17000455248708174,0.950835134661613,0.8858228575382736,0.6653890005990196,0.722854,0.5866069087591682,0.5991998473442628,0.6775745137020077,0.7567249696190448,0.5708490173625345,0.9016771289399088,0.7693314832039729,0.8209056807750765,0.8485417807502443,0.5623169615058574,0.9233208264172177,0.5548869025916734,0.2943180418860537,0.15696001517088137,0.08789460714008794,0.03521798091411351
1032,0.15271618596532674,0.8722125209214292,0.440571,0.172782359729399,0.9511165354271607,0.8866583528519069,0.6652422570702485,0.724421,0.5864426942361038,0.6019832877037399,0.6790599819478689,0.7562735113093285,0.5709430372430756,0.9000033111565827,0.7712614328122664,0.8220439404176683,0.8479668893741895,0.5652668734054397,0.9246820751523512,0.5560782641208921,0.29205357862494935,0.1568738236499641,0.08885953271524938,0.03489554073329985
1036,0.15376742515453365,0.8721671333179298,0.43984,0.17085576483198672,0.9504592257144282,0.888294618862864,0.6696128916681793,0.727381,0.587265872165824,0.602868402838798,0.6807349285253024,0.7553548461442082,0.5744646041020087,0.9001556674519892,0.7734135498310896,0.8221652563202613,0.8473287072044403,0.5650164885865736,0.9252581093661375,0.5555252448434033,0.29142139437356546,0.15442156976825708,0.08901754454524306,0.03433100954294324
1040,0.1539242940076381,0.8728416142164436,0.440576,0.16935953443690527,0.9492125672285671,0.8866909729460161,0.6671942627155563,0.728017,0.5871595537887118,0.6033419341862609,0.6774949537395796,0.756476142597178,0.5734627700415764,0.9008722674069347,0.7713247609059221,0.8223256042958629,0.8467728030664937,0.5654562400751705,0.924779832783523,0.5552239810084284,0.2924049072498987,0.15465912200883392,0.08887533389824875,0.03457101356102461
1044,0.15360075199811016,0.8726252314555745,0.438878,0.17100908879473356,0.950652489636427,0.8859049339040965,0.6680968937738245,0.730644,0.5851005563072121,0.6045672359212704,0.6800356383292239,0.7576257864323858,0.5757328278239738,0.8996534170436841,0.7720265607634834,0.8228425155329989,0.8483339759776154,0.5653741811849538,0.9224262915341299,0.5559581799349231,0.29037569943971914,0.15551788386968035,0.08879106092225213,0.03545381094927172
1048,0.1516344444991273,0.8748724455916238,0.44067,0.1716149827992436,0.9506567371951522,0.8890185744998662,0.6692602849155925,0.733322,0.5859595245817029,0.6052339596588289,0.6802889739990606,0.7585612500462398,0.5774565256338936,0.9003584589348402,0.7734021300109222,0.8247339886925605,0.8508265784026023,0.5647345426560857,0.9251824260387786,0.5535965242775326,0.29081408294518696,0.1543774228916897,0.08885637247864951,0.03434666197890507
1052,0.15299615329343674,0.875074050993214,0.440729,0.1716371883386759,0.9503456035185277,0.8874023014498148,0.6707541129243055,0.735395,0.5858542588617898,0.6065264587469151,0.6820853542033579,0.7573948077622983,0.5779182677138842,0.901277850372637,0.7734260078167267,0.8257836349802147,0.8515101189744988,0.5651732421076284,0.9237013453686603,0.554941677834396,0.2868282130585932,0.15536967649834701,0.08837285627886883,0.03533380894023104
1056,0.15276411811488644,0.8743246277726434,0.439642,0.1727411208704533,0.9505611671238341,0.8886902690365746,0.6683238711744416,0.735233,0.5873542953705511,0.6068666453468663,0.6822088815134436,0.7583512694370693,0.5788877171487967,0.9032994608027184,0.7719736143245253,0.8244544346561501,0.849012242316704,0.5620865653910184,0.9243110166168282,0.5550238406984801,0.2899186613169974,0.15380982019296627,0.08913868694823823,0.03508650045203415
1060,0.15184687107103956,0.8741504660382854,0.439732,0.16943249549503994,0.9493474272180937,0.8887733976634979,0.6709399176801596,0.736222,0.5849247625549573,0.6074388728066608,0.6822884414758718,0.7600668110139913,0.5781710767260059,0.9016928899359854,0.7704142897889381,0.8237202097152383,0.8505987315453035,0.5586590286688933,0.9228499079358741,0.5535291085941816,0.287139123346159,0.15353653000469203,0.08979390933661205,0.03483710497237569
1064,0.15303210240560652,0.8760240240897122,0.438873,0.17323704458444145,0.9497520071866741,0.8890143654554652,0.6717929304229441,0.737572,0.5849816060437104,0.6078221077109267,0.6822130688798872,0.7584751579964798,0.580455759823154,0.9024872441382419,0.7732131838954248,0.8254471152156301,0.8514626508792281,0.5564192417808009,0.9230464743555421,0.5551902731667528,0.28951551431078704,0.15442682534880084,0.08765442915849754,0.034956063485685585
1068,0.15051239645261627,0.8778996931924644,0.437134,0.17219338423112313,0.949195576993666,0.8888828328179285,0.6731326249410055,0.740193,0.5857405718842837,0.6100280708174003,0.6821942257308912,0.7602190469556398,0.5813938692978862,0.9026931878203084,0.774016723969023,0.8254988063393437,0.8505322762119246,0.5528917615385402,0.9244497693836526,0.5540652739508328,0.28808843609085993,0.15405052578186937,0.08835916192026937,0.036029820592667
1072,0.1504306939249577,0.8736976455289546,0.436243,0.17167525497770272,0.9495810429479825,0.8876979868189974,0.6709863688691231,0.740849,0.5866342778463456,0.6097907801643478,0.6825616671363156,0.7583523193401153,0.5816654822861159,0.9009090430644465,0.7743271354444827,0.8252867672400287,0.8522896505834981,0.5427332917445437,0.9238674282259199,0.5524715250616125,0.2872852511813149,0.15259052550681962,0.08777241132489282,0.035014499246609744
1076,0.1512738640103941,0.87658978584496,0.43494,0.17040107997694426,0.9496914794748392,0.8885871474487458,0.672916204628789,0.74082,0.5847215997155251,0.6109604340913405,0.6829374832746272,0.7605833633125503,0.5817657701586931,0.8989052950965853,0.7747403253014494,0.8234775779100519,0.8531968186264473,0.5344264071656913,0.9246379265447253,0.5529666089862215,0.28437305815444847,0.1535964436228906,0.08825908776127338,0.035854513309894524
1080,0.15202879536595929,0.8765560090237511,0.432923,0.1737847812237716,0.9493145086379731,0.8866615096352077,0.6740194203666726,0.741118,0.5860847907883994,0.611424515811027,0.6838000807620054,0.7608353400435549,0.5827299962669088,0.9014239022696128,0.7748015770641655,0.8244059082951128,0.853530150139903,0.5241869305185323,0.9230107350065115,0.5528370444697813,0.2862571744970973,0.15192411789387392,0.08715616518791745,0.03538076624811652
1084,0.1507215549234222,0.8759279712543996,0.433207,0.17234882300714927,0.9500928737743753,0.8864163327988395,0.6743276873479759,0.742882,0.5853279302622244,0.6129564054694491,0.6829762164142303,0.7599051259449302,0.5836367657814606,0.8998330923989563,0.7756092697996427,0.826395489097641,0.8536736092722763,0.517122501700524,0.9227574060913245,0.5529497550653838,0.28529542534089364,0.1516087830612498,0.08730364289591155,0.03638356564540432
1088,0.15262250040027825,0.8761559647975591,0.430685,0.17196181217704337,0.9498443915889482,0.8877306069131065,0.6746602356326011,0.745973,0.5871353426731317,0.6126781664293657,0.6866359746859223,0.7609665779242863,0.5836210958013704,0.9007798028966192,0.7767201068522914,0.8278006437259378,0.8532379576423483,0.5137233699788584,0.9238180238316719,0.5523503875055911,0.2856882086708518,0.15364059049945797,0.08901543772084314,0.03607886489201406
1092,0.1497825205388664,0.877761419330641,0.432016,0.1732899149164231,0.9481963388035509,0.8872602462012751,0.6772741707206388,0.746436,0.5853984582945663,0.6155172545968595,0.6852457690266526,0.7608542382983802,0.5837266070006443,0.8982296737314386,0.7756943993681634,0.8255863647733892,0.8532379576423483,0.5162735077978982,0.9232609104497252,0.553240485199835,0.28447980401984607,0.1533021311124414,0.08725413252251353,0.03508023947764942
1096,0.15237085661508984,0.8754202634106044,0.43404,0.1729991280905239,0.946356083985836,0.8859933238365211,0.6764876676347793,0.745465,0.5840173720493067,0.6140819611334852,0.6841476321768227,0.7593728251006832,0.5827843188645548,0.8964707465692993,0.7771447165294254,0.8261106604567701,0.8540881639709728,0.5227151306799033,0.9227647641925955,0.551333885405064,0.2837398375354394,0.15174858150371315,0.08873523007565436,0.03528789512807634
1100,0.14823997681667261,0.8725914546343656,0.434637,0.17288387076680384,0.9487686973417784,0.8859017771207954,0.6766798066436739,0.750739,0.5835899932264597,0.6149586765994088,0.6886699879358928,0.7598127344768951,0.5830465298647305,0.901142305806379,0.7756860940444054,0.8182525547314081,0.8589246354557656,0.5284876579955267,0.9190468207360956,0.5507534785062138,0.2802037511981908,0.15099808460206773,0.08897540805724476,0.035286851632345545
1104,0.1487868390684673,0.8735139840636317,0.434649,0.17525351904622258,0.9507905352949977,0.8854335209311648,0.6749209957161008,0.747246,0.5854637230409122,0.616335172378841,0.6878932314606081,0.7617792028817756,0.583728696331323,0.8938407616906644,0.776951617752049,0.8226178173829787,0.8552484951886984,0.5339287936391214,0.9200370109357062,0.5507576919864233,0.2822381408464965,0.15131762389912684,0.08744374671850595,0.0358106864892014
1108,0.14803953328215022,0.8761601869002102,0.434523,0.17391484224044654,0.9489205475662061,0.8850810134625662,0.6745071578507895,0.749412,0.5850773978488314,0.617281185115125,0.68874850105671,0.7615776214969721,0.584061944574574,0.890090695357525,0.7752085379283133,0.822014402632689,0.8529077906685774,0.5404156541144509,0.9154424022706339,0.5505849392978363,0.28310868965168073,0.15034954596297073,0.08754066064090209,0.03613730065293822
1112,0.15013220735724506,0.8747056725369053,0.435299,0.1726586431525619,0.9451391584110518,0.8792304417449318,0.6793190787438736,0.750619,0.58323840572195,0.6171583399540315,0.6865804920805447,0.761436934488828,0.584089105873397,0.8851606557847904,0.7743665857323339,0.8230577193949904,0.8547790884688004,0.5455516990123684,0.9176256560334697,0.5527538282356449,0.28018820568381253,0.15284069114070145,0.09026689141439316,0.036144605123053744
1116,0.14798179682927148,0.8705447903742437,0.436991,0.17349610921115166,0.9471036543214802,0.8750876897930744,0.6747035196950444,0.747361,0.5844531721297468,0.618311194542755,0.6858267661206998,0.7573811590227022,0.5829337060080811,0.8782153101804051,0.7724594757643753,0.819309585465307,0.8548898473577652,0.5544550886008723,0.9142640549099507,0.5521165393539673,0.28037371548872686,0.15402004341471567,0.0882959571882719,0.03590877508789553
1120,0.14885764792577136,0.8701436906223889,0.438385,0.17421620313274208,0.94269468836467,0.8711764352832818,0.6767072550735158,0.746878,0.5818752146490758,0.6179899071983564,0.6833677351767053,0.7580467975537722,0.5846751631287698,0.8740218344909798,0.7699959091046228,0.8174655837458906,0.8502411385609318,0.5574060525375085,0.9155285971712369,0.5491239150352134,0.28036127907722425,0.15246859603820492,0.08850558621606354,0.03548407232546459
1124,0.1501485478627768,0.8662414122471072,0.436696,0.17354157769665587,0.9343546068076404,0.8647060817775741,0.6715480059720456,0.740211,0.5824615447089915,0.615185467666043,0.6796535411412469,0.7560477821544704,0.5825315098524332,0.8642531691227544,0.7651518290226987,0.8131868246074735,0.8454447512454786,0.5612712366741226,0.9077700049596378,0.5499792515177294,0.2822909955953827,0.151711792439907,0.0878356160568903,0.03682079035660472
1128,0.14701443890179403,0.857052005826982,0.436028,0.17338931114054865,0.9259847923395341,0.86078956596228,0.6695168221637319,0.734651,0.5805225501481927,0.6088563169731239,0.6735368456087825,0.7502502175352763,0.5787780272881655,0.8572594897970678,0.7611112890143729,0.8054637487563021,0.8375808701289839,0.5633689985599166,0.900644209457344,0.5456298865715363,0.2815313381260969,0.1527397839942617,0.08874365737325401,0.03729140693119035
1132,0.14624534577476805,0.8619317009659941,0.437544,0.17414958651444518,0.9268735940027929,0.8628930359017676,0.6694429225449263,0.73698,0.5812952005323547,0.6119946433535378,0.674636029300223,0.7492213125503416,0.5814837105170697,0.8586506603840883,0.761088449374038,0.8080725681225017,0.83835829204486,0.5668838543575289,0.9028632025692103,0.5472531298222226,0.2785797631294721,0.15176119489701814,0.08864885027525782,0.036555742440984425
1136,0.14810380593724165,0.8612086658869927,0.438962,0.17585412601753445,0.9310542536781207,0.8675766500591761,0.6717602034489016,0.740785,0.581612050349293,0.6152316658462832,0.6785501700833626,0.7534135754124281,0.5843387808895006,0.8649308919540446,0.7631793146301449,0.8105769503203819,0.8433118514979866,0.5702829860791945,0.9028201051189088,0.5473121185451547,0.27838181691305514,0.15111475849013864,0.08751432533590313,0.03668617940733299
1140,0.14873563881780122,0.8637778153501888,0.438856,0.17482103973061247,0.9372684320931625,0.8724065285095255,0.674038423125794,0.744986,0.5825647051145063,0.61619657783812,0.6796849463895738,0.7541779048298083,0.58765872733794,0.8734197644408568,0.7671004656094478,0.8151268241280724,0.8443245041970926,0.5728667890839642,0.9081873144174355,0.5476460368517527,0.2777403053530444,0.15003000666591162,0.08766496328049711,0.03738636504269211
1144,0.1487138514770923,0.8688432830058493,0.439318,0.17674129018818696,0.9392669084733928,0.8779908781687855,0.6768983383735704,0.74737,0.5827426041811594,0.6202399685677868,0.6856823019783962,0.7574263048536739,0.5903153112958952,0.880533227336725,0.7703312365513568,0.819254729578917,0.8496219436292908,0.5753990422730849,0.909860756877924,0.5494230721300835,0.277100866528284,0.15013722050900383,0.08727204052991282,0.0369136614766449
1148,0.14718111205821752,0.8701933003285393,0.439056,0.17629189236634274,0.9383579309061892,0.8799259863322261,0.6764486064076964,0.748537,0.5856174109919853,0.6207964466479537,0.684718160854761,0.7558682487336297,0.5900865295865786,0.8807076490266385,0.7695847955785958,0.8156806575964325,0.8494362906344547,0.5785562054723168,0.9091207421215269,0.5472004613196046,0.27691328398811926,0.15005102898808656,0.08890482943984758,0.03643260994475138
1152,0.14964090282425818,0.8692443827577039,0.439236,0.1757610742332467,0.9390768302204379,0.8793598698602679,0.6780617295153384,0.74703,0.5825847056012898,0.6204573100066444,0.6843674689151109,0.7557181125980729,0.5915595077150554,0.8835267658581916,0.7712240588553548,0.8172324462287333,0.8491388239040925,0.5793210364106179,0.9103148568420766,0.5474395763214902,0.27576395229175105,0.15050090668263033,0.0892018916802357,0.03674565866398795
1156,0.14598171895218973,0.8705405682715925,0.439291,0.17636908305103596,0.9392892081567005,0.8805205138538922,0.6767705976039208,0.747031,0.5813646759074973,0.619118612738318,0.6850803680521309,0.7561296745920468,0.5906464702084676,0.8831012189641256,0.7709479068403975,0.8176966114212637,0.8466620441775289,0.5798344304929989,0.9077826188475309,0.5499676644471535,0.27668942858107193,0.15180639288969425,0.08916186201663731,0.03714844801607232
1160,0.1471549672493668,0.8676800937254704,0.43882,0.1772900842341568,0.9341486002094658,0.8821883476978581,0.6778400306589216,0.746449,0.5825299674269351,0.6202399685677868,0.6840712127392273,0.7546818582918171,0.5913244580137027,0.8854149331881582,0.7708129453293279,0.815932783689648,0.8459901069178096,0.5822698962731461,0.9072149938923402,0.5481453342565712,0.2759080073916565,0.14913655797347658,0.08768287128789641,0.03737279959819186
